id,config_id,title,type,parent_id,explanation,sort_order
e3013ce3_u6_t5_s1,e3013ce3,Constant vs linear vs quadratic growth,subtopic,e3013ce3_u6_t5,,1
e3013ce3_u6_t5_s2,e3013ce3,Practical effect of growth rates as N increases,subtopic,e3013ce3_u6_t5,,2
e3013ce3_u6_t5_s3,e3013ce3,Examples: when O(1) beats O(N) and O(N^2) impact,subtopic,e3013ce3_u6_t5,,3
e3013ce3_u7,e3013ce3,Pseudo Code,unit,,,7
e3013ce3_u7_t1,e3013ce3,Definition and purpose,topic,e3013ce3_u7,"Pseudo code is a human-readable, language-independent description of an algorithm using plain English mixed with programming-like constructs. It lets you plan logic before worrying about syntax. For example, writing 'for each element in list, if element > max, update max' is pseudocode for finding the maximum.",1
e3013ce3_u7_t1_s1,e3013ce3,"Informal, language-independent algorithm description",subtopic,e3013ce3_u7_t1,,1
e3013ce3_u7_t1_s2,e3013ce3,Blueprint to plan logic before coding,subtopic,e3013ce3_u7_t1,,2
e3013ce3_u7_t2,e3013ce3,Benefits,topic,e3013ce3_u7,"Pseudocode separates logical thinking from language-specific syntax, making it easier to design, communicate, and debug algorithms. Teams with mixed language backgrounds can discuss algorithms in pseudocode without language barriers. It also speeds up implementation since the logic is pre-planned.",2
e3013ce3_u7_t2_s1,e3013ce3,"Focus on logic, not syntax",subtopic,e3013ce3_u7_t2,,1
e3013ce3_u7_t2_s2,e3013ce3,Easier to communicate algorithms,subtopic,e3013ce3_u7_t2,,2
e3013ce3_u7_t2_s3,e3013ce3,Speeds up actual code implementation,subtopic,e3013ce3_u7_t2,,3
e3013ce3_u7_t3,e3013ce3,Structure and conventions,topic,e3013ce3_u7,"Pseudocode has no universal standard, but common conventions include using CAPS for keywords (BEGIN, END, IF, FOR, WHILE, RETURN), indentation for blocks, and plain English for operations. The goal is maximum clarity. Avoid language-specific syntax — pseudocode should be readable by anyone.",3
e3013ce3_u7_t3_s1,e3013ce3,Use plain-English steps with loop/conditional constructs,subtopic,e3013ce3_u7_t3,,1
e3013ce3_u7_t3_s2,e3013ce3,"Declare variables, loop ranges, and return values",subtopic,e3013ce3_u7_t3,,2
e3013ce3_u7_t3_s3,e3013ce3,Prefer clarity over strict syntax,subtopic,e3013ce3_u7_t3,,3
e3013ce3_u7_t4,e3013ce3,Example: sum of first N natural numbers,topic,e3013ce3_u7,"A classic pseudocode example: initialize sum to 0, loop from 1 to N adding each number, then return sum. This simple example demonstrates variable initialization, a FOR loop, accumulation, and a return statement — the four most common pseudocode building blocks.",4
e3013ce3_u7_t4_s1,e3013ce3,Initialize accumulator (sum = 0),subtopic,e3013ce3_u7_t4,,1
e3013ce3_u7_t4_s2,e3013ce3,Loop from 1 to N and accumulate,subtopic,e3013ce3_u7_t4,,2
e3013ce3_u7_t4_s3,e3013ce3,Return the final sum,subtopic,e3013ce3_u7_t4,,3
e3013ce3_u7_t4_s4,e3013ce3,Translate pseudocode to C++ implementation,subtopic,e3013ce3_u7_t4,,4
e3013ce3_u8,e3013ce3,"Modulo, Divisors, & Prime Numbers",unit,,,8
e3013ce3_u8_t1,e3013ce3,Modulo arithmetic basics,topic,e3013ce3_u8,"The modulo operation (%) returns the remainder after integer division. For example, 10 % 3 = 1 because 10 = 3×3 + 1. Modulo is fundamental in cyclic problems (like clock arithmetic), hashing, and checking even/odd. Understanding how negative values behave in different languages prevents subtle bugs.",1
e3013ce3_u8_t1_s1,e3013ce3,Definition and remainder properties,subtopic,e3013ce3_u8_t1,,1
e3013ce3_u8_t1_s2,e3013ce3,Handling negative values across languages,subtopic,e3013ce3_u8_t1,,2
e3013ce3_u8_t1_s3,e3013ce3,Applications: cyclic computations and hashing,subtopic,e3013ce3_u8_t1,,3
e3013ce3_u8_t2,e3013ce3,Modulo identities,topic,e3013ce3_u8,"Modulo distributes over addition, subtraction, and multiplication. These identities let you compute modulo of large expressions without overflow. For example, (a + b) % m = ((a % m) + (b % m)) % m — apply modulo to each operand before combining to keep numbers small.",2
e3013ce3_u8_t2_s1,e3013ce3,(a+b)%m = ((a%m)+(b%m))%m,subtopic,e3013ce3_u8_t2,,1
e3013ce3_u8_t2_s2,e3013ce3,(a-b)%m = ((a%m)-(b%m)+m)%m,subtopic,e3013ce3_u8_t2,,2
e3013ce3_u8_t2_s3,e3013ce3,(a*b)%m = ((a%m)*(b%m))%m,subtopic,e3013ce3_u8_t2,,3
e3013ce3_u8_t3,e3013ce3,Divisors of a number,topic,e3013ce3_u8,"To find all divisors of n, iterate from 1 to √n. For each i that divides n, both i and n/i are divisors. This halves the work compared to checking all numbers up to n. For example, divisors of 12: i=1(1,12), i=2(2,6), i=3(3,4) — found in 3 steps instead of 12.",3
e3013ce3_u8_t3_s1,e3013ce3,Iterate i from 1 to sqrt(n) and add i and n/i,subtopic,e3013ce3_u8_t3,,1
e3013ce3_u8_t3_s2,e3013ce3,Handle perfect squares to avoid duplicates,subtopic,e3013ce3_u8_t3,,2
e3013ce3_u8_t3_s3,e3013ce3,Sort and output divisors; complexity O(sqrt(n) + k log k),subtopic,e3013ce3_u8_t3,,3
e3013ce3_u8_t4,e3013ce3,Prime number definitions and checks,topic,e3013ce3_u8,"A prime number has exactly two divisors: 1 and itself. Examples: 2, 3, 5, 7, 11. Note: 1 is NOT prime. Checking primality naively tests all numbers up to n, but the optimized check only goes up to √n — if no divisor is found by then, the number is prime.",4
e3013ce3_u8_t4_s3,e3013ce3,Optimized check O(sqrt(n)): test up to sqrt(n),subtopic,e3013ce3_u8_t4,,3
e3013ce3_u8_t5,e3013ce3,Sieve of Eratosthenes,topic,e3013ce3_u8,"The Sieve of Eratosthenes finds all primes up to n efficiently. Start with a boolean array marking all numbers true (prime). For each prime p starting at 2, mark all multiples of p starting from p² as not prime. Result: all unmarked indices are prime. Time O(n log log n), space O(n).",5
e3013ce3_u8_t5_s1,e3013ce3,Boolean array marking; start marking from p*p,subtopic,e3013ce3_u8_t5,,1
e3013ce3_u8_t5_s2,e3013ce3,"Complexity O(n log log n), space O(n)",subtopic,e3013ce3_u8_t5,,2
e3013ce3_u8_t5_s3,e3013ce3,Use for listing all primes up to n,subtopic,e3013ce3_u8_t5,,3
e3013ce3_u9,e3013ce3,GCD & LCM,unit,,,9
e3013ce3_u9_t1,e3013ce3,GCD / HCF definition and naive method,topic,e3013ce3_u9,"GCD (Greatest Common Divisor), also called HCF, is the largest integer that divides both numbers. For example, GCD(12,8) = 4. The naive method iterates from 1 to min(a,b) and tracks the largest common divisor found. Simple but slow for large numbers.",1
e3013ce3_u9_t1_s1,e3013ce3,Largest integer dividing both numbers,subtopic,e3013ce3_u9_t1,,1
e3013ce3_u9_t1_s2,e3013ce3,"Naive iteration 1..min(a,b) to find common divisors",subtopic,e3013ce3_u9_t1,,2
e3013ce3_u9_t1_s3,e3013ce3,"Time O(min(a,b)), space O(1)",subtopic,e3013ce3_u9_t1,,3
e3013ce3_u9_t2,e3013ce3,Euclidean algorithm for GCD,topic,e3013ce3_u9,"The Euclidean algorithm is a fast, elegant method: GCD(a,b) = GCD(b, a%b), repeated until b=0. For example, GCD(48,18): 48%18=12 → GCD(18,12): 18%12=6 → GCD(12,6): 12%6=0 → GCD(6,0)=6. This runs in O(log(min(a,b))) time.",2
e3013ce3_u9_t2_s1,e3013ce3,"Subtraction method: gcd(a,b)=gcd(a-b,b)",subtopic,e3013ce3_u9_t2,,1
e3013ce3_u9_t2_s2,e3013ce3,"Modulo method: gcd(a,b)=gcd(a%b,b) for efficiency",subtopic,e3013ce3_u9_t2,,2
e3013ce3_u9_t2_s3,e3013ce3,"Time O(log(min(a,b))), space O(1)",subtopic,e3013ce3_u9_t2,,3
e3013ce3_u9_t3,e3013ce3,Least Common Multiple (LCM),topic,e3013ce3_u9,"LCM(a,b) is the smallest positive integer divisible by both a and b. For example, LCM(4,6) = 12. The efficient formula is LCM = (a/GCD(a,b)) * b, dividing first to avoid overflow before multiplying. This reduces an O(max(a,b)) naive search to O(log(min(a,b))).",3
e3013ce3_u9_t3_s1,e3013ce3,Definition: smallest number divisible by both,subtopic,e3013ce3_u9_t3,,1
e3013ce3_u9_t3_s2,e3013ce3,"Naive approach: iterate from max(a,b) upward",subtopic,e3013ce3_u9_t3,,2
e3013ce3_u9_t3_s3,e3013ce3,"Efficient compute via GCD: LCM = a*b / GCD(a,b)",subtopic,e3013ce3_u9_t3,,3
e3013ce3_u9_t4,e3013ce3,Relation between GCD and LCM,topic,e3013ce3_u9,"A fundamental identity: GCD(a,b) × LCM(a,b) = a × b. This means if you know GCD, you can compute LCM without iteration. For example, GCD(12,8)=4 and LCM(12,8)=24: 4×24=96=12×8. This relation simplifies code and avoids overflow when carefully ordered.",4
e3013ce3_u9_t4_s1,e3013ce3,"Formula: GCD(a,b) * LCM(a,b) = a * b",subtopic,e3013ce3_u9_t4,,1
e3013ce3_u9_t4_s2,e3013ce3,Prime factor interpretation (min vs max powers),subtopic,e3013ce3_u9_t4,,2
e3013ce3_u9_t4_s3,e3013ce3,Use relation to compute LCM reliably,subtopic,e3013ce3_u9_t4,,3
e3013ce3_u10,e3013ce3,Largest Element,unit,,,10
e3013ce3_u10_t1,e3013ce3,Arrays and Memory Layout,topic,e3013ce3_u10,"An array stores elements of the same type in contiguous memory locations. The address of element i is calculated as: base_address + i × element_size. This formula gives O(1) indexed access. For example, an int array at address 1000 stores its second element (index 1) at address 1004.",1
e3013ce3_u10_t1_s1,e3013ce3,Array as linear sequence with index-based access,subtopic,e3013ce3_u10_t1,,1
e3013ce3_u10_t1_s2,e3013ce3,Contiguous memory allocation,subtopic,e3013ce3_u10_t1,,2
e3013ce3_u10_t1_s3,e3013ce3,Address calculation using element size,subtopic,e3013ce3_u10_t1,,3
e3013ce3_u10_t1_s4,e3013ce3,Implications for access time and locality,subtopic,e3013ce3_u10_t1,,4
e3013ce3_u10_t2,e3013ce3,Basic Array Operations and C++ Example,topic,e3013ce3_u10,Arrays in C++ are declared as type name[size]; and initialized with values in braces. Elements are accessed with arr[i] (zero-indexed). You can loop through all elements to print or process them. Knowing index 0 is the first element and index n-1 is the last prevents off-by-one errors.,2
e3013ce3_u10_t2_s1,e3013ce3,Accessing and updating elements by index,subtopic,e3013ce3_u10_t2,,1
e3013ce3_u10_t2_s2,e3013ce3,Declaration and initialization in C++,subtopic,e3013ce3_u10_t2,,2
e3013ce3_u10_t2_s3,e3013ce3,Example: reading and printing array elements,subtopic,e3013ce3_u10_t2,,3
e3013ce3_u10_t2_s4,e3013ce3,Indexing conventions and bounds,subtopic,e3013ce3_u10_t2,,4
e3013ce3_u10_t3,e3013ce3,Brute-force vs Optimal Solutions (concepts),topic,e3013ce3_u10,"Brute-force tries every possibility — easy to code but often slow. Optimal solutions use clever algorithms or data structures to reduce operations. For finding the largest element, brute-force might sort the whole array, while optimal does one linear scan. Always aim for the optimal approach in interviews.",3
e3013ce3_u10_t3_s1,e3013ce3,"Brute-force: exhaustive methods, easy to implement",subtopic,e3013ce3_u10_t3,,1
e3013ce3_u10_t3_s2,e3013ce3,Optimal: minimize time and space using algorithms,subtopic,e3013ce3_u10_t3,,2
e3013ce3_u10_t3_s3,e3013ce3,When to prefer each approach,subtopic,e3013ce3_u10_t3,,3
e3013ce3_u10_t3_s4,e3013ce3,Trade-offs in time and space complexity,subtopic,e3013ce3_u10_t3,,4
e3013ce3_u10_t4,e3013ce3,Finding Largest Element — Brute-force (Sort),topic,e3013ce3_u10,"Sort the array in ascending order. The last element (index n-1) is then the largest. Simple to implement using std::sort. However, sorting takes O(n log n) time and may modify the original array — wasteful if all you need is the maximum.",4
e3013ce3_u10_t4_s1,e3013ce3,Sort array and return element at index n-1,subtopic,e3013ce3_u10_t4,,1
e3013ce3_u10_t4_s2,e3013ce3,Pseudo-code steps: sort then access last,subtopic,e3013ce3_u10_t4,,2
e3013ce3_u10_t4_s3,e3013ce3,C++ implementation using sort(),subtopic,e3013ce3_u10_t4,,3
e3013ce3_u10_t4_s4,e3013ce3,"Time: O(n log n), Space: in-place vs extra copy",subtopic,e3013ce3_u10_t4,,4
e3013ce3_u10_t5,e3013ce3,Finding Largest Element — Optimal Linear Scan,topic,e3013ce3_u10,"Initialize max to the first element, then scan the rest. If any element is larger than the current max, update max. One pass, O(n) time, O(1) space. For example, in array [3,1,4,1,5,9,2,6], max starts at 3 and updates to 4→5→9→9, ending at 9.",5
e3013ce3_u10_t5_s1,e3013ce3,"Initialize max = arr[0], traverse and update if arr[i] > max",subtopic,e3013ce3_u10_t5,,1
e3013ce3_u10_t5_s2,e3013ce3,Single pass across array,subtopic,e3013ce3_u10_t5,,2
e3013ce3_u10_t5_s3,e3013ce3,C++ implementation with O(n) time,subtopic,e3013ce3_u10_t5,,3
e3013ce3_u10_t5_s4,e3013ce3,Space O(1) and correctness with examples,subtopic,e3013ce3_u10_t5,,4
e3013ce3_u11,e3013ce3,Second Largest Element,unit,,,11
e3013ce3_u11_t1,e3013ce3,Problem Statement and Constraints,topic,e3013ce3_u11,"Find the second largest distinct element in an array. If no such element exists (e.g., all elements equal), return -1. For example, [3,1,4,1,5,9,2,6] → 6 (second largest after 9). Duplicates of the largest don't count as the second largest.",1
e3013ce3_u11_t1_s1,e3013ce3,Return second largest distinct element or -1,subtopic,e3013ce3_u11_t1,,1
e3013ce3_u11_t1_s2,e3013ce3,Input format and example,subtopic,e3013ce3_u11_t1,,2
e3013ce3_u11_t1_s3,e3013ce3,Constraints on n and element values,subtopic,e3013ce3_u11_t1,,3
e3013ce3_u11_t1_s4,e3013ce3,Handling duplicates and all-equal arrays,subtopic,e3013ce3_u11_t1,,4
e3013ce3_u11_t2,e3013ce3,Brute-force (Sort and Scan Backwards),topic,e3013ce3_u11,"Sort the array ascending. The last element is the maximum. Scan backwards from n-2 until you find an element different from the maximum — that's the second largest. If no such element exists, return -1. Time O(n log n) due to sorting.",2
e3013ce3_u11_t2_s1,e3013ce3,Sort array in ascending order,subtopic,e3013ce3_u11_t2,,1
e3013ce3_u11_t2_s2,e3013ce3,Scan from n-2 down to 0 to find first value != max,subtopic,e3013ce3_u11_t2,,2
e3013ce3_u11_t2_s3,e3013ce3,Return -1 if not found,subtopic,e3013ce3_u11_t2,,3
e3013ce3_u11_t2_s4,e3013ce3,"Time O(n log n), space considerations",subtopic,e3013ce3_u11_t2,,4
e3013ce3_u11_t3,e3013ce3,Two-pass Approach (Find Max then Second),topic,e3013ce3_u11,"Pass 1: find the maximum element. Pass 2: find the largest element strictly less than the maximum. Initialize secondLargest = -1 before pass 2. Two passes, O(n) each, so O(n) total time and O(1) space — better than sorting.",3
e3013ce3_u11_t3_s1,e3013ce3,First pass: find maximum element,subtopic,e3013ce3_u11_t3,,1
e3013ce3_u11_t3_s2,e3013ce3,Second pass: track largest element < max,subtopic,e3013ce3_u11_t3,,2
e3013ce3_u11_t3_s3,e3013ce3,Initialize secondLargest = -1 for missing case,subtopic,e3013ce3_u11_t3,,3
e3013ce3_u11_t3_s4,e3013ce3,"Time O(n), Space O(1)",subtopic,e3013ce3_u11_t3,,4
e3013ce3_u11_t4,e3013ce3,One-pass Optimal Approach,topic,e3013ce3_u11,"Maintain both max and secondLargest in a single traversal. When a new element is larger than max, move max to secondLargest first, then update max. When an element is between secondLargest and max, update secondLargest only. One pass: O(n) time, O(1) space.",4
e3013ce3_u11_t4_s1,e3013ce3,Maintain max and secondLargest while traversing once,subtopic,e3013ce3_u11_t4,,1
e3013ce3_u11_t4_s2,e3013ce3,Update secondLargest before updating max when needed,subtopic,e3013ce3_u11_t4,,2
e3013ce3_u11_t4_s3,e3013ce3,Handle duplicates and equal elements correctly,subtopic,e3013ce3_u11_t4,,3
e3013ce3_u11_t4_s4,e3013ce3,"Single traversal: O(n) time, O(1) space",subtopic,e3013ce3_u11_t4,,4
e3013ce3_u11_t5,e3013ce3,Edge Cases and Complexity,topic,e3013ce3_u11,"Edge cases determine correctness on boundary inputs. All-equal arrays, arrays of size 2, all-negative arrays, and arrays where the maximum appears multiple times all require careful handling. Always test on these before finalizing your solution.",5
e3013ce3_u11_t5_s1,e3013ce3,All elements equal => return -1,subtopic,e3013ce3_u11_t5,,1
e3013ce3_u11_t5_s2,e3013ce3,Multiple occurrences of largest element,subtopic,e3013ce3_u11_t5,,2
e3013ce3_u11_t5_s3,e3013ce3,Comparison of time/space across approaches,subtopic,e3013ce3_u11_t5,,3
e3013ce3_u11_t5_s4,e3013ce3,Small n behavior and initialization choices,subtopic,e3013ce3_u11_t5,,4
e3013ce3_u12,e3013ce3,Maximum Consecutive Ones and Finding Missing Number,unit,,,12
e3013ce3_u12_t1,e3013ce3,Maximum Consecutive Ones — Problem & Approach,topic,e3013ce3_u12,"Given a binary array, find the length of the longest run of consecutive 1s. For example, [1,1,0,1,1,1] → 3 (the last three 1s). Use a current count and a maximum count. Increment current on 1, reset to 0 on 0, and update maximum after each increment.",1
e3013ce3_u12_t1_s1,e3013ce3,Count current streak when element is 1,subtopic,e3013ce3_u12_t1,,1
e3013ce3_u12_t1_s2,e3013ce3,Reset current streak to 0 on 0,subtopic,e3013ce3_u12_t1,,2
e3013ce3_u12_t1_s3,e3013ce3,Track and update maximum streak seen,subtopic,e3013ce3_u12_t1,,3
e3013ce3_u12_t1_s4,e3013ce3,"Example and O(n) time, O(1) space",subtopic,e3013ce3_u12_t1,,4
e3013ce3_u12_t2,e3013ce3,Missing Number — Brute-force and Checklist,topic,e3013ce3_u12,"Given an array of n-1 distinct integers from 1 to n, find the missing one. Brute-force: for each number 1 to n, search the array — O(n^2). Checklist: create a boolean array, mark present elements, find the unmarked index — O(n) time, O(n) space.",2
e3013ce3_u12_t2_s1,e3013ce3,Brute-force: check each number 1..n by searching array (O(n^2)),subtopic,e3013ce3_u12_t2,,1
e3013ce3_u12_t2_s2,e3013ce3,"Checklist (temp array) marking presence (O(n) time, O(n) space)",subtopic,e3013ce3_u12_t2,,2
e3013ce3_u12_t2_s3,e3013ce3,Return index not marked as present,subtopic,e3013ce3_u12_t2,,3
e3013ce3_u12_t2_s4,e3013ce3,When to use each method,subtopic,e3013ce3_u12_t2,,4
e3013ce3_u12_t3,e3013ce3,Missing Number — Sum Formula Method,topic,e3013ce3_u12,"The sum of 1 to n is n*(n+1)/2. Subtract the sum of the given array from this expected sum. The difference is the missing number. For example, n=4, arr=[1,2,4]: expected=10, actual=7, missing=3. O(n) time, O(1) space.",3
e3013ce3_u12_t3_s1,e3013ce3,Compute expected sum = n*(n+1)/2,subtopic,e3013ce3_u12_t3,,1
e3013ce3_u12_t3_s2,e3013ce3,Subtract sum of array elements to get missing number,subtopic,e3013ce3_u12_t3,,2
e3013ce3_u12_t3_s3,e3013ce3,"O(n) time, O(1) space",subtopic,e3013ce3_u12_t3,,3
e3013ce3_u12_t3_s4,e3013ce3,Use larger integer type (long long) to avoid overflow,subtopic,e3013ce3_u12_t3,,4
e3013ce3_u12_t4,e3013ce3,Missing Number — XOR Method and Analysis,topic,e3013ce3_u12,"XOR of a number with itself is 0; XOR with 0 is the number itself. XOR all elements in the array, then XOR all numbers 1..n. Paired numbers cancel out, leaving only the missing number. O(n) time, O(1) space — no overflow risk unlike the sum method.",4
e3013ce3_u12_t4_s1,e3013ce3,XOR all array elements and XOR numbers 1..n to cancel pairs,subtopic,e3013ce3_u12_t4,,1
e3013ce3_u12_t4_s2,e3013ce3,Final XOR yields the missing value,subtopic,e3013ce3_u12_t4,,2
e3013ce3_u12_t4_s3,e3013ce3,"O(n) time, O(1) space and constant memory",subtopic,e3013ce3_u12_t4,,3
e3013ce3_u12_t4_s4,e3013ce3,Include n explicitly since array has n-1 elements,subtopic,e3013ce3_u12_t4,,4
e3013ce3_u13,e3013ce3,Checking if Array is Sorted and Removing Duplicates,unit,,,13
e3013ce3_u13_t1,e3013ce3,Check if array is sorted (ascending),topic,e3013ce3_u13,"Scan the array once. If any element is greater than the next, the array is not sorted. If the full scan completes without finding such a pair, the array is sorted. For example, [1,2,3,4] is sorted; [1,3,2,4] is not (3 > 2 at index 1).",1
e3013ce3_u13_t1_s1,e3013ce3,Problem statement and examples,subtopic,e3013ce3_u13_t1,,1
e3013ce3_u13_t1_s2,e3013ce3,Linear-scan comparison arr[i] > arr[i+1],subtopic,e3013ce3_u13_t1,,2
e3013ce3_u13_t1_s3,e3013ce3,Pseudocode and C++ implementation,subtopic,e3013ce3_u13_t1,,3
e3013ce3_u13_t1_s4,e3013ce3,"Time O(n), Space O(1)",subtopic,e3013ce3_u13_t1,,4
e3013ce3_u13_t2,e3013ce3,Remove duplicates — brute force (set),topic,e3013ce3_u13,"Insert all array elements into an unordered_set (which ignores duplicates automatically). Then copy unique elements back into the array. The size of the set is k (unique count). Return k. Time O(n) average, Space O(n) for the set.",2
e3013ce3_u13_t2_s1,e3013ce3,Use unordered_set to collect unique values,subtopic,e3013ce3_u13_t2,,1
e3013ce3_u13_t2_s2,e3013ce3,Overwrite original array with set elements,subtopic,e3013ce3_u13_t2,,2
e3013ce3_u13_t2_s3,e3013ce3,Pseudocode and C++ implementation,subtopic,e3013ce3_u13_t2,,3
e3013ce3_u13_t2_s4,e3013ce3,"Time O(n) average, Space O(n)",subtopic,e3013ce3_u13_t2,,4
e3013ce3_u13_t3,e3013ce3,Remove duplicates — optimal in-place,topic,e3013ce3_u13,"Use two pointers on a sorted array. Pointer i tracks where the last unique element was placed. Pointer j scans forward. When arr[j] ≠ arr[i], copy arr[j] to arr[i+1] and advance i. Return i+1 as the count of unique elements. O(n) time, O(1) space.",3
e3013ce3_u13_t3_s1,e3013ce3,"Two-pointer technique (i tracks last unique, j scans)",subtopic,e3013ce3_u13_t3,,1
e3013ce3_u13_t3_s2,e3013ce3,Place new unique at arr[i+1] and increment i,subtopic,e3013ce3_u13_t3,,2
e3013ce3_u13_t3_s3,e3013ce3,Pseudocode and C++ implementation,subtopic,e3013ce3_u13_t3,,3
e3013ce3_u13_t3_s4,e3013ce3,"Time O(n), Space O(1)",subtopic,e3013ce3_u13_t3,,4
e3013ce3_u13_t4,e3013ce3,Edge cases and return convention,topic,e3013ce3_u13,The array must be sorted for the optimal two-pointer approach. Edge cases include all-duplicate arrays (returns 1) and all-unique arrays (returns n). The return value k means the first k elements of the modified array are the unique elements.,4
e3013ce3_u13_t4_s1,e3013ce3,Sorted-array assumption and its importance,subtopic,e3013ce3_u13_t4,,1
e3013ce3_u13_t4_s2,e3013ce3,All-duplicates or all-unique scenarios,subtopic,e3013ce3_u13_t4,,2
e3013ce3_u13_t4_s3,e3013ce3,Return value k = number of unique elements,subtopic,e3013ce3_u13_t4,,3
e3013ce3_u13_t4_s4,e3013ce3,Constraints: n and value ranges,subtopic,e3013ce3_u13_t4,,4
e3013ce3_u14,e3013ce3,Moving Zeros to the End,unit,,,14
e3013ce3_u14_t1,e3013ce3,Move zeros to end — problem and examples,topic,e3013ce3_u14,"Rearrange the array so all zeros are at the end while non-zero elements maintain their original relative order. For example, [0,1,0,3,12] → [1,3,12,0,0]. This must be done in-place. Relative order of non-zeros must be preserved — this rules out simple sorting.",1
e3013ce3_u14_t1_s1,e3013ce3,Maintain relative order of non-zero elements,subtopic,e3013ce3_u14_t1,,1
e3013ce3_u14_t1_s2,e3013ce3,Example input output transformation,subtopic,e3013ce3_u14_t1,,2
e3013ce3_u14_t1_s3,e3013ce3,Constraints (n and arr[i] range),subtopic,e3013ce3_u14_t1,,3
e3013ce3_u14_t2,e3013ce3,Brute-force approach (temporary list),topic,e3013ce3_u14,"Collect all non-zero elements into a temporary vector preserving order. Overwrite the array's first positions with these elements. Fill remaining positions with zeros. Correct and simple, but uses O(n) extra space.",2
e3013ce3_u14_t2_s1,e3013ce3,Collect non-zero elements into a separate list,subtopic,e3013ce3_u14_t2,,1
e3013ce3_u14_t2_s2,e3013ce3,Overwrite array with non-zeros then fill remaining with zeros,subtopic,e3013ce3_u14_t2,,2
e3013ce3_u14_t2_s3,e3013ce3,C++ implementation outline,subtopic,e3013ce3_u14_t2,,3
e3013ce3_u14_t2_s4,e3013ce3,"Time O(n), Space O(n)",subtopic,e3013ce3_u14_t2,,4
e3013ce3_u14_t3,e3013ce3,Optimal in-place two-pointer approach,topic,e3013ce3_u14,"Use a pointer i for the next non-zero placement position, starting at 0. Pointer j scans the array. When arr[j] != 0, swap arr[i] and arr[j] and increment i. This moves non-zeros forward while naturally pushing zeros back, in O(n) time and O(1) space.",3
e3013ce3_u14_t3_s1,e3013ce3,Pointer i for next non-zero placement and j scanning,subtopic,e3013ce3_u14_t3,,1
e3013ce3_u14_t3_s2,e3013ce3,Swap arr[i] and arr[j] when arr[j] != 0 and increment i,subtopic,e3013ce3_u14_t3,,2
e3013ce3_u14_t3_s3,e3013ce3,Preserves relative order without extra memory,subtopic,e3013ce3_u14_t3,,3
e3013ce3_u14_t3_s4,e3013ce3,C++ implementation outline,subtopic,e3013ce3_u14_t3,,4
e3013ce3_u14_t4,e3013ce3,"Complexity, correctness and edge cases",topic,e3013ce3_u14,"The optimal approach is O(n) time and O(1) space. Edge cases include arrays of all zeros, no zeros, and single elements. When i==j (pointer meets scanner), the swap is a no-op (element swaps with itself) — harmless but can be skipped with an if(i!=j) guard.",4
e3013ce3_u14_t4_s1,e3013ce3,"Time O(n), Space O(1)",subtopic,e3013ce3_u14_t4,,1
e3013ce3_u14_t4_s2,e3013ce3,All-zero or no-zero edge cases,subtopic,e3013ce3_u14_t4,,2
e3013ce3_u14_t4_s3,e3013ce3,Stability (relative order preserved),subtopic,e3013ce3_u14_t4,,3
e3013ce3_u14_t4_s4,e3013ce3,Avoiding unnecessary swaps when i == j,subtopic,e3013ce3_u14_t4,,4
e3013ce3_u15,e3013ce3,C++ Basics | Part - 2,unit,,,15
e3013ce3_u15_t1,e3013ce3,Loops,topic,e3013ce3_u15,"Loops execute a block of code repeatedly. C++ has three loop types: for (known iteration count), while (condition-checked before each iteration), and do-while (body runs at least once). For example, for(int i=0;i<5;i++) prints numbers 0 through 4 in five iterations.",1
e3013ce3_u15_t1_s1,e3013ce3,for loop syntax: init; condition; update,subtopic,e3013ce3_u15_t1,,1
e3013ce3_u15_t1_s2,e3013ce3,while loop and do-while differences,subtopic,e3013ce3_u15_t1,,2
e3013ce3_u15_t1_s3,e3013ce3,"loop initialization, condition and iteration steps",subtopic,e3013ce3_u15_t1,,3
e3013ce3_u15_t2,e3013ce3,Loop Control Statements,topic,e3013ce3_u15,"break and continue modify loop execution flow. break exits the loop entirely; continue skips the rest of the current iteration and moves to the next. For example, break in a search loop stops as soon as the target is found, saving unnecessary iterations.",2
e3013ce3_u15_t2_s1,e3013ce3,break to exit loops early,subtopic,e3013ce3_u15_t2,,1
e3013ce3_u15_t2_s2,e3013ce3,continue to skip current iteration,subtopic,e3013ce3_u15_t2,,2
e3013ce3_u15_t2_s3,e3013ce3,examples to avoid infinite loops (increment before continue),subtopic,e3013ce3_u15_t2,,3
e3013ce3_u15_t3,e3013ce3,Arrays,topic,e3013ce3_u15,"Arrays store multiple values of the same type in contiguous memory. Declare as type name[size]. Access with zero-based indexing. 2D arrays are arrays of arrays, useful for grids and matrices. For example, int grid[3][3] stores a 3×3 matrix addressable as grid[row][col].",3
e3013ce3_u15_t3_s1,e3013ce3,Declaration and contiguous memory layout,subtopic,e3013ce3_u15_t3,,1
e3013ce3_u15_t3_s2,e3013ce3,Accessing and updating elements,subtopic,e3013ce3_u15_t3,,2
e3013ce3_u15_t3_s3,e3013ce3,Multi-dimensional (2D) arrays and indexing,subtopic,e3013ce3_u15_t3,,3
e3013ce3_u15_t4,e3013ce3,Functions: Definition and Use,topic,e3013ce3_u15,"Functions are reusable blocks of code that perform a specific task. They reduce repetition and improve readability. A function has a return type, name, parameter list, and body. For example, int square(int x){ return x*x; } can be called from anywhere in the program.",4
